Country,Device,Latitude,Longitude
United States of America,2,32.111691340475886,-112.5530403845343
Canada,0,52.11532214049258,-55.99114997166629
United Kingdom,3,51.05160850921449,-3.7748402604942295
Australia,0,-27.38372082906313,123.57853322338885
Germany,3,52.7220488236814,12.254708636239217
France,1,43.339934057228,1.8162901880948823
Brazil,0,-1.2808871911835809,-56.309843338014616
Mexico,1,23.524125479598585,-102.69822501900668
Spain,1,41.145835377111865,-3.6744200701976935
Italy,3,42.57643562427023,11.853871359263156
United States of America,0,48.303795866488834,-104.25294536136278
Canada,2,47.66391172831437,-65.54756364229198
United Kingdom,0,57.87624650517987,-5.433621135343264
Australia,0,-33.63342822635849,141.36328573541545
Germany,2,49.34702581739055,12.918761084283936
France,1,45.81206835328807,3.766614004041671
Brazil,3,-7.571302619644609,-55.69490027163642
Mexico,0,19.221174461190223,-87.65213277015742
Spain,3,38.78003680581569,-0.2834265287162143
Italy,3,39.60112980547324,9.211914992521145
United States of America,1,63.08970001124136,-152.54960106153231
Canada,3,51.74691976994106,-102.70380847136336
United Kingdom,1,50.67353354061746,-2.7508354663667127
Australia,2,-20.669639393952348,134.3791923167103
Germany,1,51.77637006026728,8.51787825454248
France,2,4.469609919818835,-54.32862316541078
Brazil,2,-12.453035760390922,-63.78050801909737
Mexico,3,28.334784759952484,-110.65575923027605
Spain,0,41.62604877416479,-1.7895594488315432
Italy,0,46.01470074100305,8.715792401713403
United States of America,3,26.63000175672416,-82.01970659698128
Canada,1,65.51897100458176,-112.69171421099288
United Kingdom,1,51.45922530501695,-2.822137535936025
Australia,0,-26.52900708099541,131.91636234777044
Germany,2,52.61909291696988,10.22205280310967
France,1,47.25413933266312,2.972659533514083
Brazil,1,-19.261994750576704,-55.47329077829551
Mexico,3,18.068321459102897,-95.37118818371908
Spain,2,39.75081102485831,-2.11011212170164
Italy,3,44.71573943533607,10.94030926107537
United States of America,2,46.70175673167879,-104.27459944393132
Canada,2,60.161677663262495,-129.02053231048353
United Kingdom,2,54.14054747113512,-0.6776090905412593
Australia,2,-28.81769499028819,140.3115053976234
Germany,2,53.49905797346642,12.298812236976737
France,2,43.911600542097,1.4898171299604712
Brazil,2,2.629714464177404,-62.288296338957466
Mexico,1,16.578310685301236,-98.01011422485618
Spain,2,39.88308743297812,-6.269871593198674
Italy,0,46.822096441212736,12.153339731214906
United States of America,2,32.10975256607987,-87.77960838406351
Canada,2,50.413439823352576,-82.4439678131927
United Kingdom,1,58.53007536000162,-3.27380971467554
Australia,0,-12.633239675689246,143.27367237920365
Germany,0,49.153479265067325,10.729529249776949
France,2,5.637588372476783,-53.70100732470183
Brazil,3,-21.934070324431303,-48.36545441749334
Mexico,2,20.527954759581743,-97.28053057564335
Spain,1,41.55892752534243,2.0055949102074244
Italy,2,40.23119773053257,9.297793313051615
United States of America,0,42.55023627624601,-73.0511342541446
Canada,0,53.07996789847892,-59.30688198744684
United Kingdom,0,54.61302974329237,-2.1610546002923305
Australia,2,-29.81469020946553,150.15735345117827
Germany,1,49.302109576935024,9.148588068602102
France,2,45.34268321278682,3.3312725790809523
Brazil,1,-20.744932515372437,-54.16092164916327
Mexico,2,30.425277524142416,-112.94471513183672
Spain,2,39.13067787433244,-3.0948251201766235
Italy,0,43.31811138101655,13.514152957503423
United States of America,0,44.51901899027479,-103.54394044419624
Canada,2,63.705221120292535,-123.53755447833473
United Kingdom,3,50.87138350709684,0.5764248943386399
Australia,1,-24.104404595729363,136.33927956090193
Germany,1,47.72112371946672,8.109248378017742
France,3,44.09488117325996,-0.0732265109559975
Brazil,0,-25.447228434477168,-51.27343124105897
Mexico,2,22.173410720283737,-101.0661424437781
Spain,2,38.3040611864532,-2.733361355273667
Italy,2,40.39781375552423,8.827088391347784
United States of America,1,31.9345323493156,-87.092203043455
Canada,3,57.97630127924142,-122.1099847416821
United Kingdom,2,57.49377803407598,-2.587299586067389
Australia,2,-32.45097943970063,141.00685115735928
Germany,1,48.3322591963458,8.540094637466765
France,3,46.74569274597596,5.487148917313576
Brazil,0,-3.1454828982512275,-55.244466737797154
Mexico,1,27.53064570863936,-104.53956554362765
Spain,0,41.56023700728568,-2.4110538796459373
Italy,1,45.56887757849783,12.683335064658582
United States of America,0,35.66339349018824,-82.87690600822633
Canada,2,54.60788327481443,-126.17265282131194
United Kingdom,0,52.544987387954215,-4.3274532532251735
Australia,3,-29.14116671634096,117.87220812851348
Germany,0,53.54496968871855,7.696260371045422
France,1,48.15557230990258,-0.9507242680779696
Brazil,3,0.5043970169333676,-59.57793100688221
Mexico,0,24.803847494609848,-111.73264418968026
Spain,0,42.42791074692137,-8.976835307508361
Italy,0,41.546213641406055,14.431840959730405
United States of America,1,32.587778243844284,-98.82027714515851
Canada,1,55.087696780695694,-125.02640961001264
United Kingdom,2,53.0476398067026,-4.608979619198971
Australia,2,-32.610365283575526,135.80905798361908
Germany,0,47.947533158279626,8.473853273400838
France,0,3.4902771395725605,-52.47663438112032
Brazil,2,-0.7076007068331194,-67.38802380701273
Mexico,1,22.47031496928125,-105.40303164302146
Spain,1,40.66906062747197,-1.4444120725879277
Italy,2,45.33555579447498,7.185324706996894
United States of America,3,60.41425870389602,-155.22945842185226
Canada,0,60.86294547207325,-76.356822417145
United Kingdom,0,53.05527417843333,-4.414869505941754
Australia,0,-30.562159613912,142.79373676759403
Germany,0,53.9434586043518,9.139614163898706
France,3,49.28754914104714,-0.143927264876936
Brazil,2,-4.538635391108365,-48.88354561146444
Mexico,3,27.30397449542423,-102.58585056810831
Spain,2,36.77015732323095,-4.655823857448245
Italy,0,45.081779419263874,11.393255348894956
United States of America,0,41.81721594938803,-101.05378511678124
Canada,3,75.08815710981979,-86.42972057368942
United Kingdom,3,51.33185905677003,0.5350194951888749
Australia,2,-22.53951946263364,118.0475689805729
Germany,1,52.36866655717775,10.096910469104518
France,3,46.09671899032128,4.68517801891749
Brazil,1,-9.543799788718676,-67.12232018820923
Mexico,1,21.687845485896723,-101.7274425955971
Spain,2,43.0085272873154,-2.8224063823155
Italy,2,44.790960054786886,9.949530576589265
United States of America,2,34.62580332865853,-86.20707598920697
Canada,0,61.70156364892233,-94.2691836646991
United Kingdom,0,54.31744610643336,-6.418916490328482
Australia,0,-25.08686681132749,144.07735746475475
Germany,1,50.6253053106792,11.726165626945503
France,0,45.59548213052728,5.897367824573003
Brazil,3,-27.94675425117621,-48.90560910068312
Mexico,0,24.351888121353404,-99.9532891920774
Spain,2,40.468984524591725,-3.46335490059706
Italy,0,37.53045512466972,13.969299686088618
United States of America,2,43.81982484529921,-104.02114068612646
Canada,2,62.37911942551516,-140.5320087601135
United Kingdom,2,52.01314031433417,-1.6822459716507314
Australia,3,-26.809286863457192,116.82857397531448
Germany,3,48.50685818019853,8.103176789070796
France,2,44.88549958492358,6.231900475074262
Brazil,2,-9.38642192390776,-52.59185444428742
Mexico,3,24.36007847974666,-99.52645648897098
Spain,1,39.51407212817956,-6.565967152076572
Italy,1,45.5192347239111,7.643441903242507
United States of America,3,32.51683511296672,-105.47341215821662
Canada,3,59.3952245533928,-105.18005153303892
United Kingdom,1,51.969591742639295,0.8920241669676177
Australia,1,-24.31765493930906,123.61325461754906
Germany,3,48.76194219922303,10.634261792157504
France,0,49.67099056886881,1.2125412686256212
Brazil,0,-5.40125382605077,-50.48605943430417
Mexico,3,15.54610542559008,-92.39103389268791
Spain,0,39.94489067456079,-0.1388928372692675
Italy,2,41.89237969640738,15.599113027241335
United States of America,0,34.25498274958505,-104.18911782065
Canada,0,60.09124073385149,-108.47717648499348
United Kingdom,1,57.80172122649071,-4.219281257634146
Australia,2,-32.84251157146746,146.81146138489424
Germany,1,52.14517996530432,7.286212658782642
France,3,42.400721592018094,2.238759457375437
Brazil,2,-6.3277202680602045,-71.07452902075353
Mexico,1,29.137897598149408,-104.26570823643776
Spain,2,42.45805860188671,-8.423946678403244
Italy,2,45.19007720160937,9.810287858161654
United States of America,1,35.002764843227155,-119.79167337770312
Canada,0,67.80488283553511,-76.1593376015879
United Kingdom,2,54.7540204422122,-4.200819847830373
Australia,0,-29.74678120740703,121.3412029863728
Germany,3,49.22855563821357,10.45709786976812
France,1,47.386274029470805,3.887778341896798
Brazil,2,1.9381169631795032,-54.74734838648075
Mexico,1,18.333247447578195,-103.3945462568822
Spain,2,37.75292084276931,-7.100956388319165
Italy,3,42.4349834854247,12.033308854253246
United States of America,0,45.05654481414896,-89.66563742144996
Canada,0,64.68640713899103,-93.2920235683218
United Kingdom,1,54.00167337562036,-2.140294447447264
Australia,1,-17.63299083389722,145.23663202798014
Germany,0,50.56065495966361,12.698544261594057
France,1,46.29376515879953,3.884103748492535
Brazil,0,-4.212360835338565,-49.97856578474698
Mexico,2,24.62237089601652,-100.91816275605714
Spain,2,39.89303587622063,-2.803244228516608
Italy,2,46.566562167056304,12.727601762109076
United States of America,3,67.22357876701417,-162.66191871014382
Canada,3,64.48548760996827,-93.4093617390775
United Kingdom,3,51.99643425073643,-2.897392993068649
Australia,0,-32.42619980409326,146.65753905944308
Germany,0,51.50032895150412,11.47027381787034
France,2,48.54546777389268,7.192623243919279
Brazil,0,-10.851655102188191,-64.49799203727775
Mexico,0,31.629580771404346,-112.7663932622169
Spain,1,43.233278058474696,-4.889305424346729
Italy,1,41.45750402279318,13.73480712812941
United States of America,0,43.651304064716285,-119.349776929635
Canada,1,72.48578054324858,-124.86580122646922
United Kingdom,1,58.25074506885232,-4.967197875532248
Australia,2,-29.600427947770203,117.4546752529774
Germany,2,53.91110287220864,10.736870296116797
France,3,47.90531182207877,4.133609242416817
Brazil,3,-8.28743724018896,-53.15557122210512
Mexico,0,26.228611212395187,-105.79067697870988
Spain,1,42.61228122090329,-3.6791121148685297
Italy,0,41.27379498942233,15.967511702588611
United States of America,0,42.92857330638657,-77.98415002861707
Canada,1,53.29198137939845,-128.07065249004006
United Kingdom,3,51.00015710468448,-3.724873358188604
Australia,3,-29.186967144988827,146.83900246908797
Germany,0,50.526816731559975,6.71273910169463
France,2,45.62757790683896,4.547958821073422
Brazil,2,-30.341912095903474,-55.45488231453467
Mexico,3,22.89978276038743,-105.96301880014194
Spain,2,43.59224002744237,-8.141168677198982
Italy,0,37.71267543940502,15.127512665362708
United States of America,0,47.41797897676072,-121.73377060823913
Canada,2,57.66691152012099,-115.74522530263536
United Kingdom,2,52.56679625840251,-1.341691927376786
Australia,2,-29.89013901267948,121.13026840189929
Germany,3,51.7239782534209,11.895347136407665
France,2,50.763670789996965,2.944247231065724
Brazil,3,-11.787713099516033,-46.69762795706804
Mexico,3,18.674427628110823,-90.29317032578253
Spain,2,43.00831781697055,-8.144098319435793
Italy,1,38.09101518728114,16.05057289414783
United States of America,3,31.26338655350732,-92.03407309468884
Canada,0,63.891161251052125,-119.09953517284993
United Kingdom,2,57.58154849848815,-5.397976061561099
Australia,0,-22.39033136368737,128.36597457053549
Germany,2,51.803553745535886,7.616103769998439
France,3,47.03118989562556,-1.4064018495969537
Brazil,1,-13.943030230866816,-50.219236607912535
Mexico,1,22.900214413294663,-101.4985444327349
Spain,0,42.3654094844315,2.947141365636586
Italy,0,45.46520456024627,8.772736480438251
United States of America,3,28.395037240751712,-82.48106919120386
Canada,3,76.48102048955785,-119.6731001400476
United Kingdom,2,51.83080655392875,-2.454573164659534
Australia,3,-17.85794571843592,128.22130449855112
Germany,3,52.62707854936022,10.396454173657965
France,0,42.65717679835272,0.3117441576266913
Brazil,1,-9.924627420875314,-60.21312129221112
Mexico,2,29.444097068050223,-110.59702961056276
Spain,0,41.05113179573131,-5.784356425924106
Italy,1,44.14665696117257,12.418483340747834
United States of America,1,59.4477512786794,-156.93786256510103
Canada,1,67.40750855673039,-100.35959668211406
United Kingdom,2,53.397177786038725,-1.64860314822862
Australia,0,-22.738059980317896,120.4146806670958
Germany,1,50.00460391058132,6.527445822714747
France,2,49.3344993600045,6.25562334303546
Brazil,1,-8.52558196054953,-63.93048021298036
Mexico,1,30.85783306443699,-111.1419629454636
Spain,1,41.68067436305478,-0.4324013998794935
Italy,3,44.09011100513312,7.778344859449449
United States of America,0,36.43455687442607,-88.07118994846334
Canada,0,73.37744957184103,-105.77791198370664
United Kingdom,1,50.83113090894717,-3.708844629092936
Australia,2,-34.16707866555672,142.25732276112592
Germany,3,48.5997469912576,12.530269659388711
France,2,41.92550950068013,8.748790495072242
Brazil,0,-19.39527681211288,-41.93651347578694
Mexico,3,24.71614705620498,-101.4278345091834
Spain,0,41.27759411197192,-2.514515709255897
Italy,0,44.52760680570383,11.524839361148269
United States of America,0,42.19532189389311,-99.47046702352938
Canada,0,57.07109941195203,-104.82235017227116
United Kingdom,3,53.1406449938784,-0.7222882498762493
Australia,3,-23.401149760446007,129.50682967788558
Germany,1,52.575299635216055,10.15372950813441
France,3,5.460583357486847,-53.42554266813107
Brazil,1,-3.989482538857271,-55.08164408951341
Mexico,3,31.215174186543457,-111.0481349534598
Spain,3,38.86708346686277,-6.55497051234089
Italy,1,37.58479183441779,15.045842440146332
United States of America,1,69.5362013416422,-141.60930914508944
Canada,2,48.077170235532265,-65.90144258993675
United Kingdom,1,55.53272168267418,-3.917345237748013
Australia,0,-42.43739339934529,146.004858962294
Germany,0,52.021148941617874,8.131897607771354
France,0,42.62645553420857,1.5140586075015818
Brazil,0,-7.132796530913492,-56.25243268273109
Mexico,1,23.46910469632558,-101.16141006912494
Spain,3,38.54171172754409,-2.139402853227746
Italy,3,40.37794070889274,14.947178056911577
United States of America,3,70.32367775133187,-149.06384041018077
Canada,3,52.20261402612738,-90.86286872422257
United Kingdom,2,57.36563574499865,-5.809297427372198
Australia,2,-24.32586456374867,113.65473204391488
Germany,1,50.61379686294253,8.427445211389646
France,0,47.8204007085129,3.921787206817605
Brazil,0,-4.504781824389276,-48.704449296994895
Mexico,0,31.782541959657028,-113.35705995908336
Spain,2,41.422512435828814,-4.737976840169558
Italy,0,42.90455578491413,11.133326489362275
United States of America,1,48.10741438714382,-115.748287809931
Canada,1,66.18547127120571,-131.62758418303594
United Kingdom,1,55.76674712120774,-4.5927147456865605
Australia,2,-25.947478148863244,148.86309403060687
Germany,3,52.69637758916952,13.175342133477706
France,0,48.07926499589058,-1.05293804645148
Brazil,1,-16.209633118317118,-42.59608299505845
Mexico,1,23.144474653452555,-101.87045144070277
Spain,3,38.50987474035068,-7.27776473481342
Italy,1,45.5666305870015,10.097106195277853
United States of America,2,60.836085016009605,-154.5723876004028
Canada,3,65.73369120911123,-100.0880554324213
United Kingdom,2,53.660920821642165,-2.63471833225611
Australia,1,-30.83122311868517,151.59333450007296
Germany,2,53.87831813354222,11.564658401546737
France,0,45.98859163332617,2.846271025651845
Brazil,2,1.4202709576641368,-57.34694080346449
Mexico,2,26.151487109944892,-102.69074476413844
Spain,0,37.12859228475168,-2.449341062743549
Italy,0,41.59271012439519,15.37315122779393
Spain,2,42.96302679621843,-9.091176061989447
Spain,2,41.60110537482272,1.161865458882783
United States of America,3,42.16817611070617,-108.2346646082999
Canada,0,53.50236802029444,-101.6584907889068
United States of America,2,33.44120496186351,-89.15618086176684
United States of America,1,40.15051921769444,-85.79065253310814
Canada,3,61.91372435842308,-119.57100484318414
United Kingdom,3,51.39857408830578,-2.0706220417153194
Australia,2,-24.692412507934943,132.17482431645757
Germany,3,51.80330644713756,11.84946889893876
France,1,44.67973939377539,3.248072281096981
Brazil,3,-1.837207132712507,-56.45264010689264
Mexico,3,27.740211286070227,-99.76631880906687
Spain,3,40.48153169041234,-5.657971879536003
Italy,0,39.68452173372563,9.137262218976868
Spain,1,39.13723638433483,-2.4475543747147253
Spain,1,42.78473540709317,-6.344171279739935
United States of America,3,47.80518679559094,-102.76792236043724
Canada,2,56.91820746019346,-96.1338189496041
United States of America,1,38.3300369745548,-99.1152974984047
United States of America,1,63.69160022681872,-148.60128331025822
Canada,3,53.1227568280918,-56.165445271615965
United Kingdom,2,53.60335454334859,-2.5745575569093004
Australia,3,-28.117848439206817,123.83155473149962
Germany,3,49.61369288962904,11.14990026801868
France,0,43.61643817273932,0.0174273515673064
Brazil,3,-16.193735364476904,-55.65329329999188
Mexico,2,22.94981068439254,-105.65533996574467
Spain,0,41.05946525693965,-2.08955046557384
Italy,1,44.9560288568961,8.110671539160556
Spain,0,36.25897673809466,-6.014528718823537
Spain,0,42.02608836780856,1.1735652628564388
United States of America,2,41.33757505031857,-72.31274976857566
Canada,1,65.71668373565538,-73.65117771989095
United States of America,0,66.87351173150341,-147.29138723805588
United States of America,1,67.34472427387269,-145.85933090765317
Canada,2,60.70394869223272,-103.257035922244
United Kingdom,3,55.37258081109108,-2.932578327633374
Australia,3,-17.1571673516453,130.4418786489374
Germany,2,54.5411304190863,9.30719829601398
France,1,43.13947957106597,1.2401415052649796
Brazil,2,-23.750704943618015,-48.24458616265969
Mexico,2,31.23027984904993,-110.37350206336502
Spain,3,41.2155417867427,-0.8460026775591576
Italy,1,45.204110170213255,10.16937096207664
Spain,1,41.15866110089379,-0.5215874425959246
Spain,3,41.00271247022155,-1.7651456588043084
United States of America,2,42.76340183370056,-101.2589517029795
Canada,2,62.61654385910034,-124.27478126763476
United States of America,3,60.85648474356951,-162.7432160957583
United States of America,0,35.23541905656421,-86.37726666063497
Canada,3,54.0148776948704,-100.47947980910509
United Kingdom,1,55.478286739825286,-2.364052384099668
Australia,2,-25.848693426798626,118.00936168886273
Germany,2,50.32291682915163,8.329253279359152
France,2,45.66803920251394,-0.509230807208553
Brazil,2,-0.6155755156190139,-62.4637468932251
Mexico,1,19.650940266933294,-90.48316965826078
Spain,3,41.775466030071016,-0.5100068833771783
Italy,0,40.4596497542017,9.401857196520176
Spain,0,41.56656909050002,-1.146330441238419
Spain,0,42.33662498509343,-1.058923620534559
United States of America,3,36.94117294798611,-81.16938103471722
Canada,2,71.20904791800048,-93.95144133349416
United States of America,0,34.186969351044745,-112.92034232006512
United States of America,3,37.66538590669725,-99.0935473207872
Canada,1,63.846791911403656,-95.65607364135332
United Kingdom,0,57.46170570098679,-3.283873576988758
Australia,0,-18.962007040047904,133.39428690587096
Germany,0,50.26600304630762,8.136708173788605
France,1,45.76169854052979,6.17528505796971
Brazil,3,1.913347385155781,-55.87142850816305
Mexico,1,22.85511723001525,-97.79489152761292
Spain,2,39.68954525609895,-3.338414983342165
Italy,1,40.918698790560335,17.38228989044559
Spain,3,41.79396005672714,2.044655383328873
Spain,0,42.26461897771921,-5.399256636695073
United States of America,0,40.3534990705752,-83.01292151980904
Canada,3,56.85896018375208,-61.977046098852
United States of America,3,37.45046786391674,-95.7492040166382
United States of America,0,43.00546131069223,-75.87111825330524
Canada,0,68.46739746598101,-92.01596134791068
United Kingdom,3,50.719053036644816,-1.5693392994275597
Australia,1,-17.974111669264225,133.6317549175191
Germany,0,52.53942514772386,12.4447330079596
France,0,3.512986912435234,-52.09562072501947
Brazil,1,-3.7248020831452138,-39.817281419364775
Mexico,2,25.977254174773915,-108.78971430658676
Spain,0,43.19465551874323,-4.78158441380173
Italy,0,45.49310580874351,9.60205397007228
Spain,1,43.39493161792139,-4.222894346530087
Spain,2,39.546965308978365,-3.213265155933014
United States of America,2,35.786019676722475,-113.60244787225176
Canada,1,57.22751042797429,-75.05340159578572
United States of America,0,39.51527078022559,-122.74065887097818
United States of America,1,67.90377477953575,-156.48676148660053
Canada,0,62.618222302273466,-111.6374403633048
United Kingdom,3,55.15367675147724,-2.851192836730412
Australia,1,-18.187235302533853,141.73695807768675
Germany,1,51.357606999919696,12.867475253564878
France,1,2.9425311739707807,-53.42218995502465
Brazil,2,-17.45080665192484,-43.462855048807086
Mexico,3,25.678144653356608,-101.90378861856726
Spain,2,41.18557818201905,-1.4988530809138467
Italy,3,45.960381781654405,8.83349675050409
Spain,3,38.55339487403688,-4.3846428706604135
Spain,1,38.54548182584696,-0.4441050552414829
